"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31386","Navigating to Bromcom service page","","Wed Dec 10 18:56:53 IST 2025","passed","Wed Dec 10 18:57:24 IST 2025","","","",""
